fip_code
1001
1003
1015
1017
1031
1033
1047
1055
1069
1073
1077
1081
1089
1097
1101
1103
1113
1117
1125
4003
4005
4007
4009
4011
4013
4015
4019
4021
4023
4025
4027
5001
5007
5011
5031
5035
5041
5043
5045
5051
5055
5069
5085
5091
5093
5107
5119
5125
5131
5143
6001
6007
6011
6013
6015
6017
6019
6021
6023
6025
6027
6029
6031
6033
6037
6039
6041
6045
6047
6051
6053
6055
6057
6059
6061
6065
6067
6069
6071
6073
6075
6077
6079
6081
6083
6085
6087
6089
6095
6097
6099
6101
6107
6109
6111
6113
6115
8001
8003
8005
8011
8013
8014
8015
8031
8035
8037
8041
8043
8045
8059
8063
8065
8069
8071
8075
8077
8081
8085
8087
8089
8097
8099
8101
8107
8117
8123
9001
9003
9005
9007
9009
9011
9013
9015
10001
10003
10005
11001
12001
12005
12009
12011
12015
12017
12019
12021
12027
12031
12033
12035
12049
12051
12053
12055
12057
12061
12069
12071
12073
12081
12083
12085
12086
12087
12089
12091
12093
12095
12097
12099
12101
12103
12105
12109
12111
12113
12115
12117
12119
12127
13009
13013
13015
13017
13021
13031
13039
13045
13047
13051
13053
13057
13059
13063
13067
13073
13077
13081
13089
13095
13097
13113
13115
13117
13121
13127
13135
13139
13151
13153
13177
13179
13185
13215
13217
13223
13225
13245
13247
13255
13261
13271
13275
13277
13285
13287
13293
13295
13297
13299
13313
16001
16005
16013
16019
16027
16039
16045
16055
16057
16065
16067
16069
16075
16077
16083
16087
17001
17007
17009
17019
17021
17027
17029
17031
17037
17039
17043
17053
17055
17063
17077
17089
17091
17093
17095
17097
17099
17105
17107
17109
17111
17113
17115
17119
17121
17133
17135
17137
17141
17143
17145
17157
17159
17161
17163
17165
17167
17177
17179
17183
17185
17187
17195
17197
17199
17201
18003
18005
18011
18017
18019
18023
18033
18035
18037
18039
18041
18043
18053
18057
18059
18063
18065
18067
18071
18077
18081
18083
18085
18089
18091
18095
18097
18103
18105
18109
18127
18141
18157
18163
18167
18169
18173
18177
19013
19021
19033
19039
19041
19045
19049
19057
19059
19061
19063
19091
19101
19103
19111
19113
19123
19125
19127
19137
19139
19145
19153
19155
19163
19169
19175
19179
19181
19187
19193
20005
20009
20011
20015
20021
20027
20029
20035
20037
20045
20051
20055
20057
20061
20067
20079
20091
20103
20111
20113
20123
20125
20133
20137
20145
20151
20155
20161
20167
20169
20171
20173
20175
20177
20181
20189
20193
20209
21005
21015
21017
21019
21021
21029
21035
21037
21047
21049
21059
21067
21073
21089
21093
21101
21107
21111
21113
21117
21145
21151
21185
21209
21211
21213
21227
21239
22005
22007
22015
22017
22019
22029
22033
22035
22045
22051
22055
22057
22061
22063
22065
22071
22073
22075
22079
22087
22089
22093
22095
22097
22099
22101
22103
22105
22109
22115
22121
23001
23005
24001
24003
24005
24009
24013
24015
24017
24021
24025
24027
24031
24033
24039
24043
24045
24047
24510
25001
25003
25005
25007
25009
25013
25015
25017
25019
25021
25023
25025
25027
26017
26021
26025
26033
26041
26043
26045
26049
26055
26061
26065
26073
26075
26077
26081
26093
26099
26103
26111
26115
26121
26125
26139
26145
26147
26161
26163
27003
27009
27013
27015
27019
27027
27037
27047
27049
27053
27067
27071
27083
27085
27099
27103
27105
27109
27113
27119
27123
27131
27137
27139
27141
27145
27147
27149
27163
27169
27171
28001
28027
28033
28035
28045
28047
28049
28053
28059
28071
28075
28081
28083
28087
28089
28105
28121
28133
28149
28151
28163
29001
29007
29019
29021
29031
29037
29043
29047
29051
29077
29079
29083
29095
29097
29099
29117
29127
29133
29147
29155
29159
29161
29165
29169
29175
29183
29187
29189
29195
29201
29213
29510
30013
30017
30021
30023
30027
30031
30035
30041
30049
30063
30067
30083
30085
30093
30101
30111
31001
31013
31019
31033
31037
31043
31045
31047
31053
31055
31067
31079
31095
31101
31109
31111
31119
31137
31141
31145
31153
31157
31179
31185
32001
32003
32005
32007
32013
32015
32019
32021
32023
32031
32510
33011
33015
33017
34001
34003
34005
34007
34009
34011
34013
34015
34017
34019
34021
34023
34025
34027
34029
34031
34033
34035
34037
34039
34041
35001
35005
35009
35013
35015
35017
35019
35025
35028
35029
35035
35037
35039
35041
35043
35045
35047
35049
35051
35053
35061
36001
36005
36007
36013
36015
36023
36027
36029
36045
36047
36055
36057
36059
36061
36063
36065
36067
36069
36071
36079
36081
36083
36085
36087
36091
36093
36103
36109
36111
36113
36119
37001
37019
37021
37023
37025
37027
37031
37035
37049
37051
37055
37057
37063
37065
37067
37071
37081
37089
37093
37097
37105
37107
37119
37127
37129
37133
37135
37139
37147
37153
37159
37165
37179
37183
37191
37195
38003
38015
38017
38035
38059
38069
38071
38089
38093
38101
38105
39003
39007
39009
39011
39017
39023
39025
39029
39033
39035
39039
39041
39043
39045
39047
39049
39057
39061
39063
39081
39085
39087
39089
39093
39095
39097
39099
39101
39103
39109
39113
39119
39123
39129
39133
39139
39143
39147
39151
39153
39155
39157
39159
39165
39173
40009
40017
40027
40031
40039
40047
40065
40071
40099
40101
40109
40111
40115
40119
40137
40139
40143
