fip_code
40145
40147
40151
40153
41001
41003
41005
41007
41009
41011
41013
41015
41017
41019
41025
41029
41033
41035
41039
41041
41043
41045
41047
41049
41051
41053
41059
41061
41065
41067
41071
42003
42007
42011
42013
42017
42019
42021
42023
42025
42027
42029
42035
42037
42041
42043
42045
42049
42051
42055
42069
42071
42073
42075
42077
42079
42081
42085
42089
42091
42095
42097
42101
42107
42119
42125
42129
42133
44001
44003
44005
44007
44009
45003
45007
45013
45015
45019
45035
45041
45043
45045
45047
45051
45057
45063
45077
45079
45083
45085
45091
46005
46011
46013
46019
46027
46029
46035
46047
46065
46079
46081
46083
46093
46099
46103
46117
46123
46129
46135
47001
47009
47011
47019
47031
47037
47045
47053
47063
47065
47075
47093
47105
47113
47119
47125
47141
47149
47157
47163
47165
47171
47179
47187
47189
48003
48005
48007
48017
48025
48027
48029
48037
48039
48041
48043
48047
48049
48055
48057
48061
48069
48071
48075
48085
48091
48099
48103
48105
48111
48113
48115
48117
48121
48123
48127
48135
48139
48141
48143
48157
48163
48167
48169
48179
48181
48183
48187
48189
48195
48201
48207
48209
48211
48215
48219
48221
48227
48233
48245
48247
48249
48251
48255
48257
48265
48267
48271
48273
48277
48283
48299
48303
48307
48309
48321
48323
48329
48335
48339
48341
48347
48353
48355
48357
48361
48371
48375
48377
48381
48383
48389
48397
48399
48409
48411
48415
48423
48427
48429
48435
48437
48439
48441
48445
48451
48453
48463
48465
48469
48471
48475
48479
48481
48485
48487
48489
48491
48495
48501
48503
48505
48507
49003
49005
49007
49011
49019
49021
49023
49035
49039
49043
49045
49047
49049
49051
49053
49057
50007
51003
51013
51041
51059
51069
51085
51087
51095
51107
51121
51153
51155
51161
51177
51179
51199
51510
51520
51530
51540
51550
51570
51580
51590
51595
51600
51610
51620
51630
51640
51650
51660
51670
51678
51680
51683
51685
51690
51700
51710
51720
51730
51735
51740
51750
51760
51770
51775
51790
51800
51810
51820
51830
51840
53001
53003
53005
53007
53009
53011
53013
53015
53017
53021
53025
53027
53029
53033
53035
53037
53053
53057
53061
53063
53067
53071
53073
53075
53077
54003
54009
54011
54029
54033
54037
54039
54049
54051
54055
54061
54069
54079
54081
54107
55009
55015
55017
55025
55027
55031
55035
55039
55055
55059
55063
55071
55073
55079
55087
55089
55097
55101
55105
55111
55117
55127
55131
55133
55139
55141
56001
56005
56007
56015
56017
56019
56021
56025
56029
56033
56037
56039
56041
56043
